"source","url","title","sentiment_score","word_count","avg_sentiment","matched_keywords","candidate","article_order"
"The Stranger (Web)","https://www.thestranger.com/news/2024/12/17/79829149/mayor-bruce-harrell-fires-former-seattle-police-chief-adrian-diaz","Mayor Bruce Harrell Fires Former Seattle Police Chief Adrian Diaz Just Can't Get Enough?",-23,25,-0.92,"['mayor', 'city council', 'harrell', 'bruce harrell', 'davison', 'ann davison', 'police', 'SPD', 'mayor (title)', 'harrell (title)', 'bruce harrell (title)', 'police (title)']","Harrell",693
"The Stranger (Web)","https://www.thestranger.com/news/2024/12/20/79832816/ten-times-sara-nelson-engaged-in-the-performative-ideological-political-theater-she-decries","Ten Times Sara Nelson Engaged In The “Performative, Ideological” “Political Theater” She Decries Just Can't Get Enough?",-34,102,-0.333333333333333,"['mayor', 'city council', 'election', 'candidate', 'governance', 'harrell', 'bruce harrell', 'davison', 'ann davison', 'lewis', 'andrew lewis', 'morales', 'tammy morales', 'mosqueda', 'teresa mosqueda', 'nelson', 'sara nelson', 'pedersen', 'alex pedersen', 'sawant', 'kshama sawant', 'strauss', 'dan strauss', 'budget', 'housing', 'police', 'SPD', 'policy', 'development', 'referendum', 'legislation', 'nelson (title)', 'sara nelson (title)']","Harrell",696
"The Stranger (Web)","https://www.thestranger.com/news/2024/12/23/79839659/king-county-metro-bus-driver-shawn-yims-death-is-a-tragedy","King County Metro Bus Driver Shawn Yim’s Death Is a Tragedy Just Can't Get Enough?",-96,78,-1.23076923076923,"['mayor', 'harrell', 'bruce harrell', 'budget', 'housing', 'homeless', 'police', 'SPD']","Harrell",698
"The Stranger (Web)","https://www.thestranger.com/news/2024/12/24/79839693/mayor-harrell-seems-unbeatable-because-his-old-political-opponents-arent-trying-to-beat-him","Mayor Harrell Seems Unbeatable Because His Old Political Opponents Aren’t Trying to Beat Him Just Can't Get Enough?",53,75,0.706666666666667,"['mayor', 'mayoral', 'city council', 'seattle politics', 'election', 'candidate', 'harrell', 'bruce harrell', 'davison', 'ann davison', 'nelson', 'sara nelson', 'gonzalez', 'budget', 'housing', 'homelessness', 'transportation', 'public safety', 'infrastructure', 'legislation', 'mayor (title)', 'harrell (title)']","Harrell",699
"The Stranger (Web)","https://www.thestranger.com/news/2025/02/06/79909039/the-call-is-coming-from-outside-the-house","The Call Is Coming from Outside the House Just Can't Get Enough?",13,14,0.928571428571429,"['mayor', 'harrell', 'bruce harrell', 'housing']","Harrell",700
"The Stranger (Web)","https://www.thestranger.com/news/2025/02/12/79918008/legislative-sausage-making-at-its-finest-spds-blast-balls-are-back","“Legislative sausage-making at its finest”: SPD’s Blast Balls are Back Just Can't Get Enough?",-101,102,-0.990196078431373,"['mayor', 'mayoral', 'city council', 'councilmember', 'harrell', 'bruce harrell', 'nelson', 'sara nelson', 'strauss', 'dan strauss', 'police', 'SPD', 'policy', 'ordinance', 'SPD (title)']","Harrell",701
"The Stranger (Web)","https://www.thestranger.com/news/2025/03/07/79956893/city-hall-is-back-on-denny-blaine","City Hall Is Back on Denny Blaine Just Can't Get Enough?",-7,45,-0.155555555555556,"['mayor', 'harrell', 'bruce harrell', 'police', 'parks']","Harrell",703
"The Stranger (Web)","https://www.thestranger.com/news/2025/05/05/80043102/seattle-police-trespassed-a-trans-woman-for-being-naked-at-a-queer-nude-beach","Seattle Police Trespassed a Trans Woman for Being Naked at a Queer Nude Beach Just Can't Get Enough?",-17,45,-0.377777777777778,"['mayor', 'harrell', 'bruce harrell', 'police', 'SPD', 'parks', 'police (title)']","Harrell",707
"The Stranger (Web)","https://www.thestranger.com/news/2025/05/08/80047730/spd-chief-tells-denny-blaine-beachgoers-legal-nudity-is-legal","SPD Chief Tells Denny Blaine Beachgoers Legal Nudity Is Legal Just Can't Get Enough?",-48,134,-0.358208955223881,"['mayor', 'councilmember', 'harrell', 'bruce harrell', 'police', 'SPD', 'policy', 'parks', 'SPD (title)']","Harrell",709
"The Stranger (Web)","https://www.thestranger.com/news/2025/05/23/80070048/weve-got-a-mayors-race","We’ve Got a Mayor’s Race! Just Can't Get Enough?",11,12,0.916666666666667,"['mayor', 'councilmember', 'election', 'harrell', 'bruce harrell', 'wilson', 'katie wilson', 'morales', 'tammy morales', 'mayor (title)']","Harrell",710
"The Stranger (Web)","https://www.thestranger.com/news/2025/06/27/80120394/progressive-revenue-is-not-dead-in-seattle","Progressive Revenue Is Not Dead in Seattle Just Can't Get Enough?",-26,53,-0.490566037735849,"['mayor', 'city council', 'election', 'candidate', 'harrell', 'bruce harrell', 'budget', 'housing', 'homelessness', 'police', 'taxes', 'policy']","Harrell",717
"The Stranger (Web)","https://www.thestranger.com/news/2025/07/28/80169410/katie-wilson-is-giving-harrell-a-run-for-his-money-literally","Katie Wilson Is Giving Harrell a Run for His Money, Literally Just Can't Get Enough?",22,28,0.785714285714286,"['mayor', 'mayoral', 'election', 'candidate', 'harrell', 'bruce harrell', 'wilson', 'katie wilson', 'sawant', 'kshama sawant', 'transportation', 'zoning', 'public safety', 'police', 'harrell (title)', 'wilson (title)', 'katie wilson (title)']","Harrell",720
"The Stranger (Web)","https://www.thestranger.com/news/2025/08/05/80181915/seattle-city-council-passed-the-shield-tax","Seattle City Council Passed the Shield Tax Just Can't Get Enough?",-25,42,-0.595238095238095,"['mayor', 'city council', 'councilmember', 'election', 'harrell', 'bruce harrell', 'budget', 'housing', 'homelessness', 'taxes', 'policy', 'development', 'legislation', 'city council (title)']","Harrell",725
"The Stranger (Web)","https://www.thestranger.com/podcasts/2025/08/01/80175502/francesca-fiorentini-says-grab-a-spine-and-laugh","Francesca Fiorentini Says Grab a Spine (and Laugh) Just Can't Get Enough?",35,94,0.372340425531915,"['mayoral', 'councilmember', 'candidate', 'wilson', 'katie wilson', 'police']","Wilson",726
"The Stranger (Web)","https://www.thestranger.com/politics/2025/07/25/80165333/what-you-missed-at-candidate-survivor-last-night","What You Missed at Candidate Survivor Last Night Just Can't Get Enough?",13,16,0.8125,"['city council', 'candidate', 'wilson', 'katie wilson', 'policy', 'candidate (title)']","Wilson",727
"The Stranger (Web)","https://www.thestranger.com/slog-am/2025/07/23/80162181/slog-am-ice-detains-high-school-theater-director-israel-strikes-who-site-and-ceos-love-bruce-harrell","Slog AM: ICE Detains High School Theater Director, Israel Strikes WHO Site, and CEOs love Bruce Harrell Just Can't Get Enough?",-144,126,-1.14285714285714,"['mayor', 'election', 'harrell', 'bruce harrell', 'wilson', 'katie wilson', 'police', 'SPD', 'policy', 'development', 'harrell (title)', 'bruce harrell (title)']","Harrell",735
"The Stranger (Web)","https://www.thestranger.com/slog-am/2025/07/29/80170879/slog-am-debora-juarez-back-on-council-ann-davison-stabs-denny-blaine-in-the-backside-manhattan-gunman-likely-targeted-nfl","Slog AM: Debora Juarez Back On Council, Ann Davison Stabs Denny Blaine In The Back(side), Manhattan Gunman Likely Targeted NFL Just Can't Get Enough?",-41,86,-0.476744186046512,"['mayor', 'city council', 'election', 'candidate', 'harrell', 'bruce harrell', 'wilson', 'katie wilson', 'davison', 'ann davison', 'juarez', 'debora juarez', 'zoning', 'police', 'SPD', 'infrastructure', 'taxes', 'parks', 'davison (title)', 'ann davison (title)', 'juarez (title)', 'debora juarez (title)']","Harrell",737
"The Stranger (Web)","https://www.thestranger.com/slog-am/2025/07/31/80173816/slog-am-trumps-still-throwing-tariff-tantrums-out-of-state-money-rolls-into-city-council-race-boeing-workers-threaten-to-strike","Slog AM: Trump’s Still Throwing Tariff Tantrums, Out-of-State Money Rolls into City Council Race, Boeing Workers Threaten to Strike Just Can't Get Enough?",-11,45,-0.244444444444444,"['mayor', 'city council', 'councilmember', 'candidate', 'harrell', 'bruce harrell', 'savage', 'nelson', 'sara nelson', 'foster', 'homeless', 'development', 'city council (title)']","Harrell",739
"The Stranger (Web)","https://www.thestranger.com/slog-am/2025/08/06/80181852/slog-am-great-primary-election-night-for-the-left-moderate-dems-are-in-deep-trouble-and-it-finally-rained-last-night","Slog AM: Great Primary Election Night for the Left, Moderate Dems Are in Deep Trouble, and It Finally Rained Last Night Just Can't Get Enough?",-43,68,-0.632352941176471,"['mayor', 'city council', 'election', 'harrell', 'bruce harrell', 'wilson', 'katie wilson', 'davison', 'ann davison', 'nelson', 'sara nelson', 'foster', 'homeless', 'labor', 'union', 'election (title)']","Harrell",740
"The Stranger (Web)","https://www.thestranger.com/slog-am/2025/08/07/80184632/slog-am-wilsons-lead-grows-spd-pays-millions-in-discrimination-lawsuit-and-shut-up-pete-buttigieg","Slog AM: Wilson's Lead Grows, SPD Pays Millions in Discrimination Lawsuit, and Shut Up, Pete Buttigieg Just Can't Get Enough?",-30,37,-0.810810810810811,"['mayor', 'mayoral', 'city council', 'councilmember', 'election', 'candidate', 'harrell', 'bruce harrell', 'wilson', 'katie wilson', 'davison', 'ann davison', 'nelson', 'sara nelson', 'foster', 'budget', 'police', 'SPD', 'wilson (title)', 'SPD (title)']","Harrell",741
"The Stranger (Web)","https://www.thestranger.com/stranger-election-control-board/2025/04/01/79993955/the-2025-campaign-season-has-begun","The 2025 Campaign Season Has Begun Just Can't Get Enough?",30,45,0.666666666666667,"['mayor', 'city council', 'election', 'harrell', 'bruce harrell', 'wilson', 'katie wilson', 'armstrong', 'ry armstrong', 'molloy', 'joe molloy', 'savage', 'davison', 'ann davison', 'morales', 'tammy morales', 'nelson', 'sara nelson', 'sawant', 'kshama sawant', 'foster', 'housing', 'homeless', 'homelessness', 'transportation', 'public safety', 'police', 'taxes', 'policy', 'parks']","Harrell",744
"The Stranger (Web)","https://www.thestranger.com/stranger-election-control-board/2025/07/02/80127708/the-stranger-endorses-katie-wilson-for-mayor","The Stranger Endorses Katie Wilson for Mayor Just Can't Get Enough?",0,55,0,"['mayor', 'city council', 'municipal', 'harrell', 'bruce harrell', 'wilson', 'katie wilson', 'mallahan', 'joe mallahan', 'molloy', 'joe molloy', 'housing', 'homelessness', 'police', 'SPD', 'policy', 'ordinance', 'mayor (title)', 'wilson (title)', 'katie wilson (title)']","Harrell",746
"The Stranger (Web)","https://www.thestranger.com/stranger-election-control-board/2025/07/03/80127888/vote-for-erika-evans-for-city-attorney","Vote for Erika Evans for City Attorney Just Can't Get Enough?",-20,61,-0.327868852459016,"['councilmember', 'election', 'harrell', 'bruce harrell', 'wilson', 'katie wilson', 'davison', 'ann davison', 'oliver', 'police']","Harrell",747
"The Stranger (Web)","https://www.thestranger.com/stranger-election-control-board/2025/07/03/80129310/vote-for-eddie-lin-for-city-council-district-2","Vote for Eddie Lin for City Council District 2 Just Can't Get Enough?",-5,41,-0.121951219512195,"['mayor', 'mayoral', 'city council', 'councilmember', 'harrell', 'bruce harrell', 'morales', 'tammy morales', 'housing', 'transportation', 'police', 'city council (title)']","Harrell",749
"The Stranger (Web)","https://www.thestranger.com/stranger-election-control-board/2025/07/03/80129783/vote-for-alexis-mercedes-rinck-for-city-council-position-8","Vote for Alexis Mercedes Rinck for City Council Position 8 Just Can't Get Enough?",4,16,0.25,"['mayor', 'city council', 'election', 'savage', 'morales', 'tammy morales', 'nelson', 'sara nelson', 'SPD', 'taxes', 'city council (title)']","Savage",750
"The Stranger (Web)","https://www.thestranger.com/stranger-election-control-board/2025/07/09/80139298/the-strangers-primary-election-voting-guide","The Stranger's Primary Election Voting Guide Just Can't Get Enough?",-118,902,-0.130820399113082,"['mayor', 'mayoral', 'city council', 'councilmember', 'election', 'candidate', 'municipal', 'governance', 'harrell', 'bruce harrell', 'wilson', 'katie wilson', 'mallahan', 'joe mallahan', 'molloy', 'joe molloy', 'savage', 'davison', 'ann davison', 'morales', 'tammy morales', 'mosqueda', 'teresa mosqueda', 'nelson', 'sara nelson', 'oliver', 'foster', 'budget', 'housing', 'homeless', 'homelessness', 'transportation', 'police', 'SPD', 'infrastructure', 'taxes', 'policy', 'development', 'parks', 'ordinance', 'legislation', 'ballot measure', 'election (title)']","Harrell",753
"The Stranger (Web)","https://www.thestranger.com/stranger-election-control-board/2025/07/23/80160760/candidate-survivor-is-thursday","Candidate Survivor Is Thursday Just Can't Get Enough?",15,11,1.36363636363636,"['mayoral', 'election', 'candidate', 'harrell', 'bruce harrell', 'wilson', 'katie wilson', 'armstrong', 'ry armstrong', 'foster', 'housing', 'candidate (title)']","Harrell",755
"The Stranger (Web)","https://www.thestranger.com/stranger-election-control-board/2025/08/05/80181902/primary-election-night-2025-live","Primary Election Night 2025 Live Just Can't Get Enough?",-28,36,-0.777777777777778,"['mayor', 'mayoral', 'city council', 'election', 'candidate', 'harrell', 'bruce harrell', 'wilson', 'katie wilson', 'nelson', 'sara nelson', 'foster', 'policy', 'election (title)']","Harrell",756
"The Stranger (Web)","https://www.thestranger.com/the-stranger-election-control-board/2025/08/06/80183139/updated-primary-election-takeaways","UPDATED: Primary Election Takeaways Just Can't Get Enough?",17,66,0.257575757575758,"['mayor', 'mayoral', 'city council', 'election', 'candidate', 'harrell', 'bruce harrell', 'wilson', 'katie wilson', 'savage', 'rachel savage', 'davison', 'ann davison', 'morales', 'tammy morales', 'mosqueda', 'teresa mosqueda', 'nelson', 'sara nelson', 'foster', 'homeless', 'labor', 'parks', 'referendum', 'election (title)']","Harrell",757
